date,session_key,meeting_key,driver_number,position
2023-06-04T13:03:27.281000+00:00,9102,1211,77,17
2023-06-04T13:03:27.281000+00:00,9102,1211,20,16
2023-06-04T13:03:27.500000+00:00,9102,1211,77,18
2023-06-04T13:03:27.500000+00:00,9102,1211,23,17
2023-06-04T13:03:28.672000+00:00,9102,1211,1,2
2023-06-04T13:03:28.672000+00:00,9102,1211,55,1
2023-06-04T13:03:28.953000+00:00,9102,1211,4,4
2023-06-04T13:03:28.953000+00:00,9102,1211,44,3
2023-06-04T13:03:29.703000+00:00,9102,1211,27,9
2023-06-04T13:03:29.703000+00:00,9102,1211,81,8
2023-06-04T13:03:30.406000+00:00,9102,1211,20,17
2023-06-04T13:03:30.406000+00:00,9102,1211,23,16
2023-06-04T13:03:32.703000+00:00,9102,1211,16,20
2023-06-04T13:03:32.703000+00:00,9102,1211,2,19
2023-06-04T13:03:34.047000+00:00,9102,1211,1,1
2023-06-04T13:03:34.047000+00:00,9102,1211,55,2
2023-06-04T13:03:35.203000+00:00,9102,1211,27,10
2023-06-04T13:03:35.203000+00:00,9102,1211,81,9
2023-06-04T13:03:35.203000+00:00,9102,1211,63,8
2023-06-04T13:03:35.453000+00:00,9102,1211,27,9
2023-06-04T13:03:35.453000+00:00,9102,1211,81,10
2023-06-04T13:03:35.922000+00:00,9102,1211,10,12
2023-06-04T13:03:35.922000+00:00,9102,1211,11,13
2023-06-04T13:03:35.922000+00:00,9102,1211,24,11
2023-06-04T13:03:36.047000+00:00,9102,1211,10,13
2023-06-04T13:03:36.047000+00:00,9102,1211,11,12
2023-06-04T13:03:36.281000+00:00,9102,1211,10,14
2023-06-04T13:03:36.281000+00:00,9102,1211,21,15
2023-06-04T13:03:36.281000+00:00,9102,1211,22,13
2023-06-04T13:03:36.297000+00:00,9102,1211,10,12
2023-06-04T13:03:36.297000+00:00,9102,1211,11,13
2023-06-04T13:03:36.297000+00:00,9102,1211,22,14
2023-06-04T13:03:36.625000+00:00,9102,1211,20,16
2023-06-04T13:03:36.625000+00:00,9102,1211,23,17
2023-06-04T13:03:38.062000+00:00,9102,1211,4,5
2023-06-04T13:03:38.062000+00:00,9102,1211,18,4
2023-06-04T13:03:38.593000+00:00,9102,1211,27,8
2023-06-04T13:03:38.593000+00:00,9102,1211,63,9
2023-06-04T13:03:39.500000+00:00,9102,1211,10,13
2023-06-04T13:03:39.500000+00:00,9102,1211,11,12
2023-06-04T13:03:39.547000+00:00,9102,1211,10,14
2023-06-04T13:03:39.547000+00:00,9102,1211,22,13
2023-06-04T13:03:42.953000+00:00,9102,1211,81,11
2023-06-04T13:03:42.953000+00:00,9102,1211,24,10
2023-06-04T13:03:44.031000+00:00,9102,1211,21,16
2023-06-04T13:03:44.031000+00:00,9102,1211,20,15
2023-06-04T13:03:49.015000+00:00,9102,1211,4,6
2023-06-04T13:03:49.015000+00:00,9102,1211,31,5
2023-06-04T13:03:50.265000+00:00,9102,1211,81,10
2023-06-04T13:03:50.265000+00:00,9102,1211,24,11
2023-06-04T13:03:55.578000+00:00,9102,1211,27,9
2023-06-04T13:03:55.578000+00:00,9102,1211,63,8
2023-06-04T13:03:55.999000+00:00,9102,1211,81,11
2023-06-04T13:03:55.999000+00:00,9102,1211,24,10
2023-06-04T13:03:57.546000+00:00,9102,1211,21,17
2023-06-04T13:03:57.546000+00:00,9102,1211,77,16
2023-06-04T13:03:57.546000+00:00,9102,1211,23,18
2023-06-04T13:03:59.531000+00:00,9102,1211,44,4
2023-06-04T13:03:59.531000+00:00,9102,1211,18,3
2023-06-04T13:04:02.843000+00:00,9102,1211,10,15
2023-06-04T13:04:02.843000+00:00,9102,1211,20,14
2023-06-04T13:04:03.421000+00:00,9102,1211,21,16
2023-06-04T13:04:03.421000+00:00,9102,1211,77,17
2023-06-04T13:04:03.734000+00:00,9102,1211,77,18
2023-06-04T13:04:03.734000+00:00,9102,1211,23,17
2023-06-04T13:04:41.061000+00:00,9102,1211,4,7
2023-06-04T13:04:41.061000+00:00,9102,1211,14,6
2023-06-04T13:04:41.483000+00:00,9102,1211,4,8
2023-06-04T13:04:41.483000+00:00,9102,1211,63,7
2023-06-04T13:04:42.124000+00:00,9102,1211,4,9
2023-06-04T13:04:42.124000+00:00,9102,1211,27,8
2023-06-04T13:04:42.499000+00:00,9102,1211,4,10
2023-06-04T13:04:42.499000+00:00,9102,1211,24,9
2023-06-04T13:04:42.999000+00:00,9102,1211,4,11
2023-06-04T13:04:42.999000+00:00,9102,1211,81,10
2023-06-04T13:04:43.280000+00:00,9102,1211,4,12
2023-06-04T13:04:43.280000+00:00,9102,1211,11,11
2023-06-04T13:04:43.795000+00:00,9102,1211,4,13
2023-06-04T13:04:43.795000+00:00,9102,1211,22,12
2023-06-04T13:04:44.108000+00:00,9102,1211,4,14
2023-06-04T13:04:44.108000+00:00,9102,1211,20,13
2023-06-04T13:04:44.452000+00:00,9102,1211,4,15
2023-06-04T13:04:44.452000+00:00,9102,1211,10,14
2023-06-04T13:04:44.733000+00:00,9102,1211,4,16
2023-06-04T13:04:44.733000+00:00,9102,1211,21,15
2023-06-04T13:04:45.217000+00:00,9102,1211,4,17
2023-06-04T13:04:45.217000+00:00,9102,1211,23,16
2023-06-04T13:04:45.545000+00:00,9102,1211,4,18
2023-06-04T13:04:45.545000+00:00,9102,1211,77,17
2023-06-04T13:04:47.233000+00:00,9102,1211,4,19
2023-06-04T13:04:47.233000+00:00,9102,1211,2,18
2023-06-04T13:04:47.592000+00:00,9102,1211,4,14
2023-06-04T13:04:47.592000+00:00,9102,1211,10,15
2023-06-04T13:04:47.592000+00:00,9102,1211,21,16
2023-06-04T13:04:47.592000+00:00,9102,1211,77,18
2023-06-04T13:04:47.592000+00:00,9102,1211,23,17
2023-06-04T13:04:47.592000+00:00,9102,1211,2,19
2023-06-04T13:04:51.561000+00:00,9102,1211,4,15
2023-06-04T13:04:51.561000+00:00,9102,1211,10,14
2023-06-04T13:04:51.733000+00:00,9102,1211,4,16
2023-06-04T13:04:51.733000+00:00,9102,1211,21,15
2023-06-04T13:04:52.202000+00:00,9102,1211,4,17
2023-06-04T13:04:52.202000+00:00,9102,1211,23,16
2023-06-04T13:04:52.623000+00:00,9102,1211,4,18
2023-06-04T13:04:52.623000+00:00,9102,1211,77,17
2023-06-04T13:04:54.311000+00:00,9102,1211,4,19
2023-06-04T13:04:54.311000+00:00,9102,1211,2,18
2023-06-04T13:04:55.686000+00:00,9102,1211,81,11
2023-06-04T13:04:55.686000+00:00,9102,1211,11,10
2023-06-04T13:04:55.748000+00:00,9102,1211,4,20
2023-06-04T13:04:55.748000+00:00,9102,1211,16,19
2023-06-04T13:06:18.638000+00:00,9102,1211,81,12
2023-06-04T13:06:18.638000+00:00,9102,1211,22,11
2023-06-04T13:07:49.651000+00:00,9102,1211,16,18
2023-06-04T13:07:49.651000+00:00,9102,1211,2,19
2023-06-04T13:08:57.182000+00:00,9102,1211,27,9
2023-06-04T13:08:57.182000+00:00,9102,1211,24,8
2023-06-04T13:10:18.977000+00:00,9102,1211,77,18
2023-06-04T13:10:18.977000+00:00,9102,1211,16,17
2023-06-04T13:10:20.524000+00:00,9102,1211,77,19
2023-06-04T13:10:20.524000+00:00,9102,1211,2,18
2023-06-04T13:10:21.836000+00:00,9102,1211,27,10
2023-06-04T13:10:21.836000+00:00,9102,1211,11,9
2023-06-04T13:11:40.413000+00:00,9102,1211,14,7
2023-06-04T13:11:40.413000+00:00,9102,1211,63,6
2023-06-04T13:11:48.507000+00:00,9102,1211,23,17
2023-06-04T13:11:48.507000+00:00,9102,1211,16,16
2023-06-04T13:11:49.475000+00:00,9102,1211,27,11
2023-06-04T13:11:49.475000+00:00,9102,1211,22,10
2023-06-04T13:12:56.755000+00:00,9102,1211,44,3
2023-06-04T13:12:56.755000+00:00,9102,1211,18,4
2023-06-04T13:13:07.099000+00:00,9102,1211,27,12
2023-06-04T13:13:07.099000+00:00,9102,1211,81,11
2023-06-04T13:14:21.754000+00:00,9102,1211,27,13
2023-06-04T13:14:21.754000+00:00,9102,1211,20,12
2023-06-04T13:14:22.160000+00:00,9102,1211,27,14
2023-06-04T13:14:22.160000+00:00,9102,1211,10,13
2023-06-04T13:14:22.582000+00:00,9102,1211,27,15
2023-06-04T13:14:22.582000+00:00,9102,1211,21,14
2023-06-04T13:14:23.363000+00:00,9102,1211,27,16
2023-06-04T13:14:23.363000+00:00,9102,1211,16,15
2023-06-04T13:14:24.785000+00:00,9102,1211,27,17
2023-06-04T13:14:24.785000+00:00,9102,1211,23,16
2023-06-04T13:14:29.941000+00:00,9102,1211,11,8
2023-06-04T13:14:29.941000+00:00,9102,1211,24,9
2023-06-04T13:14:30.379000+00:00,9102,1211,27,18
2023-06-04T13:14:30.379000+00:00,9102,1211,2,17
2023-06-04T13:14:52.378000+00:00,9102,1211,27,19
2023-06-04T13:14:52.378000+00:00,9102,1211,77,18
2023-06-04T13:15:39.518000+00:00,9102,1211,24,10
2023-06-04T13:15:39.518000+00:00,9102,1211,22,9
2023-06-04T13:15:41.831000+00:00,9102,1211,81,10
2023-06-04T13:15:41.831000+00:00,9102,1211,24,11
2023-06-04T13:15:45.112000+00:00,9102,1211,21,15
2023-06-04T13:15:45.112000+00:00,9102,1211,16,14
2023-06-04T13:15:47.034000+00:00,9102,1211,24,12
2023-06-04T13:15:47.034000+00:00,9102,1211,20,11
2023-06-04T13:15:47.237000+00:00,9102,1211,21,16
2023-06-04T13:15:47.237000+00:00,9102,1211,23,15
2023-06-04T13:15:47.315000+00:00,9102,1211,10,12
2023-06-04T13:15:47.315000+00:00,9102,1211,24,13
2023-06-04T13:15:48.705000+00:00,9102,1211,24,14
2023-06-04T13:15:48.705000+00:00,9102,1211,16,13
2023-06-04T13:15:51.033000+00:00,9102,1211,24,15
2023-06-04T13:15:51.033000+00:00,9102,1211,23,14
2023-06-04T13:15:52.690000+00:00,9102,1211,10,11
2023-06-04T13:15:52.690000+00:00,9102,1211,20,12
2023-06-04T13:15:52.737000+00:00,9102,1211,24,16
2023-06-04T13:15:52.737000+00:00,9102,1211,21,17
2023-06-04T13:15:52.737000+00:00,9102,1211,2,15
2023-06-04T13:16:07.143000+00:00,9102,1211,21,18
2023-06-04T13:16:07.143000+00:00,9102,1211,77,17
2023-06-04T13:16:07.221000+00:00,9102,1211,27,18
2023-06-04T13:16:07.221000+00:00,9102,1211,21,19
2023-06-04T13:16:10.111000+00:00,9102,1211,27,17
2023-06-04T13:16:10.111000+00:00,9102,1211,77,18
2023-06-04T13:17:03.220000+00:00,9102,1211,81,9
2023-06-04T13:17:03.220000+00:00,9102,1211,22,10
2023-06-04T13:17:07.001000+00:00,9102,1211,20,13
2023-06-04T13:17:07.001000+00:00,9102,1211,16,12
2023-06-04T13:17:08.891000+00:00,9102,1211,10,10
2023-06-04T13:17:08.891000+00:00,9102,1211,22,11
2023-06-04T13:17:09.423000+00:00,9102,1211,31,6
2023-06-04T13:17:09.423000+00:00,9102,1211,63,5
2023-06-04T13:17:09.735000+00:00,9102,1211,20,14
2023-06-04T13:17:09.735000+00:00,9102,1211,23,13
2023-06-04T13:17:10.563000+00:00,9102,1211,22,12
2023-06-04T13:17:10.563000+00:00,9102,1211,16,11
2023-06-04T13:17:13.501000+00:00,9102,1211,22,13
2023-06-04T13:17:13.501000+00:00,9102,1211,23,12
2023-06-04T13:17:15.266000+00:00,9102,1211,22,14
2023-06-04T13:17:15.266000+00:00,9102,1211,20,15
2023-06-04T13:17:15.266000+00:00,9102,1211,2,13
2023-06-04T13:17:26.969000+00:00,9102,1211,24,15
2023-06-04T13:17:26.969000+00:00,9102,1211,20,16
2023-06-04T13:17:27.313000+00:00,9102,1211,27,16
2023-06-04T13:17:27.313000+00:00,9102,1211,20,17
2023-06-04T13:17:32.516000+00:00,9102,1211,27,15
2023-06-04T13:17:32.516000+00:00,9102,1211,24,16
2023-06-04T13:17:32.875000+00:00,9102,1211,77,17
2023-06-04T13:17:32.875000+00:00,9102,1211,20,18
2023-06-04T13:17:37.391000+00:00,9102,1211,27,14
2023-06-04T13:17:37.391000+00:00,9102,1211,22,15
2023-06-04T13:17:42.703000+00:00,9102,1211,21,18
2023-06-04T13:17:42.703000+00:00,9102,1211,20,19
2023-06-04T13:17:44.500000+00:00,9102,1211,24,15
2023-06-04T13:17:44.500000+00:00,9102,1211,22,16
2023-06-04T13:18:55.827000+00:00,9102,1211,21,19
2023-06-04T13:18:55.827000+00:00,9102,1211,20,18
2023-06-04T13:21:01.950000+00:00,9102,1211,31,7
2023-06-04T13:21:01.950000+00:00,9102,1211,14,6
2023-06-04T13:21:03.294000+00:00,9102,1211,31,8
2023-06-04T13:21:03.294000+00:00,9102,1211,11,7
2023-06-04T13:21:10.606000+00:00,9102,1211,31,9
2023-06-04T13:21:10.606000+00:00,9102,1211,81,8
2023-06-04T13:21:12.278000+00:00,9102,1211,31,10
2023-06-04T13:21:12.278000+00:00,9102,1211,10,9
2023-06-04T13:21:14.825000+00:00,9102,1211,31,11
2023-06-04T13:21:14.825000+00:00,9102,1211,16,10
2023-06-04T13:21:20.059000+00:00,9102,1211,31,12
2023-06-04T13:21:20.059000+00:00,9102,1211,23,11
2023-06-04T13:21:21.856000+00:00,9102,1211,31,13
2023-06-04T13:21:21.856000+00:00,9102,1211,2,12
2023-06-04T13:21:38.840000+00:00,9102,1211,77,18
2023-06-04T13:21:38.840000+00:00,9102,1211,20,17
2023-06-04T13:21:41.965000+00:00,9102,1211,24,16
2023-06-04T13:21:41.965000+00:00,9102,1211,22,15
2023-06-04T13:21:45.621000+00:00,9102,1211,24,15
2023-06-04T13:21:45.621000+00:00,9102,1211,22,16
2023-06-04T13:21:52.402000+00:00,9102,1211,24,16
2023-06-04T13:21:52.402000+00:00,9102,1211,22,15
2023-06-04T13:22:19.355000+00:00,9102,1211,18,5
2023-06-04T13:22:19.355000+00:00,9102,1211,63,4
2023-06-04T13:22:26.683000+00:00,9102,1211,18,6
2023-06-04T13:22:26.683000+00:00,9102,1211,14,5
2023-06-04T13:22:28.417000+00:00,9102,1211,18,7
2023-06-04T13:22:28.417000+00:00,9102,1211,11,6
2023-06-04T13:22:31.886000+00:00,9102,1211,18,8
2023-06-04T13:22:31.886000+00:00,9102,1211,81,7
2023-06-04T13:22:33.589000+00:00,9102,1211,18,9
2023-06-04T13:22:33.589000+00:00,9102,1211,10,8
2023-06-04T13:22:36.557000+00:00,9102,1211,18,10
2023-06-04T13:22:36.557000+00:00,9102,1211,16,9
2023-06-04T13:22:45.292000+00:00,9102,1211,18,11
2023-06-04T13:22:45.292000+00:00,9102,1211,23,10
2023-06-04T13:22:47.151000+00:00,9102,1211,18,12
2023-06-04T13:22:47.151000+00:00,9102,1211,2,11
2023-06-04T13:22:52.604000+00:00,9102,1211,27,15
2023-06-04T13:22:52.604000+00:00,9102,1211,22,14
2023-06-04T13:23:01.166000+00:00,9102,1211,21,18
2023-06-04T13:23:01.166000+00:00,9102,1211,77,19
2023-06-04T13:23:33.306000+00:00,9102,1211,55,3
2023-06-04T13:23:33.306000+00:00,9102,1211,44,2
2023-06-04T13:23:43.869000+00:00,9102,1211,55,4
2023-06-04T13:23:43.869000+00:00,9102,1211,63,3
2023-06-04T13:23:45.291000+00:00,9102,1211,18,11
2023-06-04T13:23:45.291000+00:00,9102,1211,2,12
2023-06-04T13:23:47.775000+00:00,9102,1211,55,5
2023-06-04T13:23:47.775000+00:00,9102,1211,14,4
2023-06-04T13:23:49.697000+00:00,9102,1211,55,6
2023-06-04T13:23:49.697000+00:00,9102,1211,11,5
2023-06-04T13:23:53.259000+00:00,9102,1211,55,7
2023-06-04T13:23:53.259000+00:00,9102,1211,81,6
2023-06-04T13:23:54.947000+00:00,9102,1211,55,8
2023-06-04T13:23:54.947000+00:00,9102,1211,10,7
2023-06-04T13:24:01.134000+00:00,9102,1211,55,9
2023-06-04T13:24:01.134000+00:00,9102,1211,16,8
2023-06-04T13:24:21.821000+00:00,9102,1211,27,16
2023-06-04T13:24:21.821000+00:00,9102,1211,24,15
2023-06-04T13:24:51.102000+00:00,9102,1211,55,8
2023-06-04T13:24:51.102000+00:00,9102,1211,16,9
2023-06-04T13:25:08.367000+00:00,9102,1211,31,12
2023-06-04T13:25:08.367000+00:00,9102,1211,2,13
2023-06-04T13:25:14.320000+00:00,9102,1211,18,10
2023-06-04T13:25:14.320000+00:00,9102,1211,23,11
2023-06-04T13:25:25.289000+00:00,9102,1211,4,20
2023-06-04T13:25:25.289000+00:00,9102,1211,31,11
2023-06-04T13:25:25.289000+00:00,9102,1211,27,16
2023-06-04T13:25:25.289000+00:00,9102,1211,24,15
2023-06-04T13:25:25.289000+00:00,9102,1211,21,18
2023-06-04T13:25:25.289000+00:00,9102,1211,22,14
2023-06-04T13:25:25.289000+00:00,9102,1211,77,19
2023-06-04T13:25:25.289000+00:00,9102,1211,20,17
2023-06-04T13:25:25.289000+00:00,9102,1211,23,12
2023-06-04T13:25:25.289000+00:00,9102,1211,2,13
2023-06-04T13:25:26.179000+00:00,9102,1211,23,13
2023-06-04T13:25:26.179000+00:00,9102,1211,2,12
2023-06-04T13:25:26.648000+00:00,9102,1211,22,13
2023-06-04T13:25:26.648000+00:00,9102,1211,23,14
2023-06-04T13:25:26.758000+00:00,9102,1211,18,9
2023-06-04T13:25:26.758000+00:00,9102,1211,16,10
2023-06-04T13:25:29.039000+00:00,9102,1211,31,10
2023-06-04T13:25:29.039000+00:00,9102,1211,16,11
2023-06-04T13:25:29.851000+00:00,9102,1211,16,12
2023-06-04T13:25:29.851000+00:00,9102,1211,2,11
2023-06-04T13:25:30.226000+00:00,9102,1211,22,12
2023-06-04T13:25:30.226000+00:00,9102,1211,16,13
2023-06-04T13:25:32.632000+00:00,9102,1211,24,13
2023-06-04T13:25:32.632000+00:00,9102,1211,23,15
2023-06-04T13:25:32.632000+00:00,9102,1211,16,14
2023-06-04T13:25:34.507000+00:00,9102,1211,27,14
2023-06-04T13:25:34.507000+00:00,9102,1211,23,16
2023-06-04T13:25:34.507000+00:00,9102,1211,16,15
2023-06-04T13:25:36.773000+00:00,9102,1211,20,15
2023-06-04T13:25:36.773000+00:00,9102,1211,23,17
2023-06-04T13:25:36.773000+00:00,9102,1211,16,16
2023-06-04T13:25:37.851000+00:00,9102,1211,21,16
2023-06-04T13:25:37.851000+00:00,9102,1211,23,18
2023-06-04T13:25:37.851000+00:00,9102,1211,16,17
2023-06-04T13:25:40.539000+00:00,9102,1211,77,18
2023-06-04T13:25:40.539000+00:00,9102,1211,23,19
2023-06-04T13:25:43.304000+00:00,9102,1211,4,19
2023-06-04T13:25:43.304000+00:00,9102,1211,23,20
2023-06-04T13:25:43.695000+00:00,9102,1211,77,17
2023-06-04T13:25:43.695000+00:00,9102,1211,16,18
2023-06-04T13:26:09.600000+00:00,9102,1211,22,11
2023-06-04T13:26:09.600000+00:00,9102,1211,2,12
2023-06-04T13:26:34.272000+00:00,9102,1211,81,7
2023-06-04T13:26:34.272000+00:00,9102,1211,10,6
2023-06-04T13:26:35.866000+00:00,9102,1211,55,7
2023-06-04T13:26:35.866000+00:00,9102,1211,81,8
2023-06-04T13:26:46.975000+00:00,9102,1211,18,8
2023-06-04T13:26:46.975000+00:00,9102,1211,81,9
2023-06-04T13:26:49.584000+00:00,9102,1211,31,9
2023-06-04T13:26:49.584000+00:00,9102,1211,81,10
2023-06-04T13:26:49.600000+00:00,9102,1211,24,12
2023-06-04T13:26:49.600000+00:00,9102,1211,2,13
2023-06-04T13:26:51.490000+00:00,9102,1211,81,11
2023-06-04T13:26:51.490000+00:00,9102,1211,22,10
2023-06-04T13:26:52.225000+00:00,9102,1211,27,13
2023-06-04T13:26:52.225000+00:00,9102,1211,2,14
2023-06-04T13:26:53.287000+00:00,9102,1211,81,12
2023-06-04T13:26:53.287000+00:00,9102,1211,24,11
2023-06-04T13:26:57.959000+00:00,9102,1211,20,14
2023-06-04T13:26:57.959000+00:00,9102,1211,2,15
2023-06-04T13:26:58.600000+00:00,9102,1211,21,15
2023-06-04T13:26:58.600000+00:00,9102,1211,2,16
2023-06-04T13:26:58.990000+00:00,9102,1211,27,12
2023-06-04T13:26:58.990000+00:00,9102,1211,81,13
2023-06-04T13:27:00.990000+00:00,9102,1211,81,14
2023-06-04T13:27:00.990000+00:00,9102,1211,20,13
2023-06-04T13:27:02.303000+00:00,9102,1211,77,16
2023-06-04T13:27:02.303000+00:00,9102,1211,2,17
2023-06-04T13:27:03.818000+00:00,9102,1211,81,15
2023-06-04T13:27:03.818000+00:00,9102,1211,21,14
2023-06-04T13:27:04.256000+00:00,9102,1211,16,17
2023-06-04T13:27:04.256000+00:00,9102,1211,2,18
2023-06-04T13:27:05.834000+00:00,9102,1211,4,18
2023-06-04T13:27:05.834000+00:00,9102,1211,2,19
2023-06-04T13:27:16.537000+00:00,9102,1211,23,19
2023-06-04T13:27:16.537000+00:00,9102,1211,2,20
2023-06-04T13:28:02.302000+00:00,9102,1211,55,6
2023-06-04T13:28:02.302000+00:00,9102,1211,10,7
2023-06-04T13:28:25.082000+00:00,9102,1211,81,14
2023-06-04T13:28:25.082000+00:00,9102,1211,21,15
2023-06-04T13:29:10.050000+00:00,9102,1211,14,5
2023-06-04T13:29:10.050000+00:00,9102,1211,11,4
2023-06-04T13:29:19.441000+00:00,9102,1211,55,5
2023-06-04T13:29:19.441000+00:00,9102,1211,14,6
2023-06-04T13:29:19.472000+00:00,9102,1211,81,13
2023-06-04T13:29:19.472000+00:00,9102,1211,20,14
2023-06-04T13:29:27.706000+00:00,9102,1211,18,6
2023-06-04T13:29:27.706000+00:00,9102,1211,14,7
2023-06-04T13:29:27.706000+00:00,9102,1211,10,8
2023-06-04T13:29:30.363000+00:00,9102,1211,31,7
2023-06-04T13:29:30.363000+00:00,9102,1211,14,8
2023-06-04T13:29:30.363000+00:00,9102,1211,10,9
2023-06-04T13:29:31.878000+00:00,9102,1211,14,9
2023-06-04T13:29:31.878000+00:00,9102,1211,10,10
2023-06-04T13:29:31.878000+00:00,9102,1211,22,8
2023-06-04T13:29:34.487000+00:00,9102,1211,10,11
2023-06-04T13:29:34.487000+00:00,9102,1211,24,10
2023-06-04T13:29:38.503000+00:00,9102,1211,27,11
2023-06-04T13:29:38.503000+00:00,9102,1211,10,12
2023-06-04T13:29:39.987000+00:00,9102,1211,81,12
2023-06-04T13:29:39.987000+00:00,9102,1211,10,13
2023-06-04T13:29:40.175000+00:00,9102,1211,14,10
2023-06-04T13:29:40.175000+00:00,9102,1211,24,9
2023-06-04T13:29:40.581000+00:00,9102,1211,10,14
2023-06-04T13:29:40.581000+00:00,9102,1211,20,13
2023-06-04T13:29:41.331000+00:00,9102,1211,10,15
2023-06-04T13:29:41.331000+00:00,9102,1211,21,14
2023-06-04T13:29:48.409000+00:00,9102,1211,77,17
2023-06-04T13:29:48.409000+00:00,9102,1211,16,16
2023-06-04T13:29:55.690000+00:00,9102,1211,10,16
2023-06-04T13:29:55.690000+00:00,9102,1211,16,15
2023-06-04T13:30:57.955000+00:00,9102,1211,14,9
2023-06-04T13:30:57.955000+00:00,9102,1211,24,10
2023-06-04T13:31:02.720000+00:00,9102,1211,27,12
2023-06-04T13:31:02.720000+00:00,9102,1211,81,11
2023-06-04T13:31:11.204000+00:00,9102,1211,10,15
2023-06-04T13:31:11.204000+00:00,9102,1211,16,16
2023-06-04T13:33:56.498000+00:00,9102,1211,10,14
2023-06-04T13:33:56.498000+00:00,9102,1211,21,15
2023-06-04T13:33:57.795000+00:00,9102,1211,4,19
2023-06-04T13:33:57.795000+00:00,9102,1211,23,18
2023-06-04T13:34:00.670000+00:00,9102,1211,4,20
2023-06-04T13:34:00.670000+00:00,9102,1211,2,19
2023-06-04T13:35:10.372000+00:00,9102,1211,10,13
2023-06-04T13:35:10.372000+00:00,9102,1211,20,14
2023-06-04T13:35:50.090000+00:00,9102,1211,44,3
2023-06-04T13:35:50.090000+00:00,9102,1211,63,2
2023-06-04T13:35:56.434000+00:00,9102,1211,44,4
2023-06-04T13:35:56.434000+00:00,9102,1211,11,3
2023-06-04T13:36:04.152000+00:00,9102,1211,55,4
2023-06-04T13:36:04.152000+00:00,9102,1211,44,5
2023-06-04T13:36:26.043000+00:00,9102,1211,21,14
2023-06-04T13:36:26.043000+00:00,9102,1211,20,15
2023-06-04T13:36:26.699000+00:00,9102,1211,20,16
2023-06-04T13:36:26.699000+00:00,9102,1211,16,15
2023-06-04T13:36:35.605000+00:00,9102,1211,77,16
2023-06-04T13:36:35.605000+00:00,9102,1211,20,17
2023-06-04T13:36:40.027000+00:00,9102,1211,20,18
2023-06-04T13:36:40.027000+00:00,9102,1211,23,17
2023-06-04T13:36:42.292000+00:00,9102,1211,20,19
2023-06-04T13:36:42.292000+00:00,9102,1211,2,18
2023-06-04T13:37:17.620000+00:00,9102,1211,11,2
2023-06-04T13:37:17.620000+00:00,9102,1211,63,3
2023-06-04T13:37:21.745000+00:00,9102,1211,55,3
2023-06-04T13:37:21.745000+00:00,9102,1211,63,4
2023-06-04T13:37:24.166000+00:00,9102,1211,44,4
2023-06-04T13:37:24.166000+00:00,9102,1211,63,5
2023-06-04T13:37:33.869000+00:00,9102,1211,18,5
2023-06-04T13:37:33.869000+00:00,9102,1211,63,6
2023-06-04T13:37:55.807000+00:00,9102,1211,21,15
2023-06-04T13:37:55.807000+00:00,9102,1211,16,14
2023-06-04T13:39:03.883000+00:00,9102,1211,27,13
2023-06-04T13:39:03.883000+00:00,9102,1211,10,12
2023-06-04T13:39:07.227000+00:00,9102,1211,27,14
2023-06-04T13:39:07.227000+00:00,9102,1211,16,13
2023-06-04T13:39:12.336000+00:00,9102,1211,27,15
2023-06-04T13:39:12.336000+00:00,9102,1211,21,14
2023-06-04T13:39:17.946000+00:00,9102,1211,27,16
2023-06-04T13:39:17.946000+00:00,9102,1211,77,15
2023-06-04T13:39:22.180000+00:00,9102,1211,27,17
2023-06-04T13:39:22.180000+00:00,9102,1211,23,16
2023-06-04T13:39:24.352000+00:00,9102,1211,2,17
2023-06-04T13:39:24.352000+00:00,9102,1211,27,18
2023-06-04T13:39:58.648000+00:00,9102,1211,55,2
2023-06-04T13:39:58.648000+00:00,9102,1211,11,3
2023-06-04T13:39:59.195000+00:00,9102,1211,44,3
2023-06-04T13:39:59.195000+00:00,9102,1211,11,4
2023-06-04T13:40:08.054000+00:00,9102,1211,55,3
2023-06-04T13:40:08.054000+00:00,9102,1211,44,2
2023-06-04T13:40:11.820000+00:00,9102,1211,18,4
2023-06-04T13:40:11.820000+00:00,9102,1211,11,5
2023-06-04T13:40:11.835000+00:00,9102,1211,11,6
2023-06-04T13:40:11.835000+00:00,9102,1211,63,5
2023-06-04T13:40:14.726000+00:00,9102,1211,18,5
2023-06-04T13:40:14.726000+00:00,9102,1211,63,4
2023-06-04T13:40:15.351000+00:00,9102,1211,31,6
2023-06-04T13:40:15.351000+00:00,9102,1211,11,7
2023-06-04T13:40:16.163000+00:00,9102,1211,11,8
2023-06-04T13:40:16.163000+00:00,9102,1211,22,7
2023-06-04T13:40:22.476000+00:00,9102,1211,14,8
2023-06-04T13:40:22.476000+00:00,9102,1211,11,9
2023-06-04T13:44:23.878000+00:00,9102,1211,14,9
2023-06-04T13:44:23.878000+00:00,9102,1211,11,8
2023-06-04T13:44:50.799000+00:00,9102,1211,27,17
2023-06-04T13:44:50.799000+00:00,9102,1211,2,18
2023-06-04T13:46:17.094000+00:00,9102,1211,27,16
2023-06-04T13:46:17.094000+00:00,9102,1211,23,17
2023-06-04T13:47:09.593000+00:00,9102,1211,11,7
2023-06-04T13:47:09.593000+00:00,9102,1211,22,8
2023-06-04T13:48:23.811000+00:00,9102,1211,31,7
2023-06-04T13:48:23.811000+00:00,9102,1211,11,6
