date,session_key,meeting_key,driver_number,position
2023-07-02T14:23:32.499000+00:00,9118,1213,77,16
2023-07-02T14:23:32.499000+00:00,9118,1213,20,17
2023-07-02T14:23:53.061000+00:00,9118,1213,22,17
2023-07-02T14:23:53.061000+00:00,9118,1213,20,18
2023-07-02T14:26:02.746000+00:00,9118,1213,81,18
2023-07-02T14:26:02.746000+00:00,9118,1213,20,19
2023-07-02T14:28:52.181000+00:00,9118,1213,81,17
2023-07-02T14:28:52.181000+00:00,9118,1213,22,18
2023-07-02T14:29:06.977000+00:00,9118,1213,81,18
2023-07-02T14:29:06.977000+00:00,9118,1213,22,17
2023-07-02T14:29:08.665000+00:00,9118,1213,81,17
2023-07-02T14:29:08.665000+00:00,9118,1213,22,18
2023-07-09T13:01:02.738000+00:00,9126,1214,1,1
2023-07-09T13:01:02.738000+00:00,9126,1214,4,2
2023-07-09T13:01:02.738000+00:00,9126,1214,81,3
2023-07-09T13:01:02.738000+00:00,9126,1214,16,4
2023-07-09T13:01:02.738000+00:00,9126,1214,55,5
2023-07-09T13:01:02.738000+00:00,9126,1214,63,6
2023-07-09T13:01:02.738000+00:00,9126,1214,44,7
2023-07-09T13:01:02.738000+00:00,9126,1214,23,8
2023-07-09T13:01:02.738000+00:00,9126,1214,14,9
2023-07-09T13:01:02.738000+00:00,9126,1214,10,10
2023-07-09T13:01:02.738000+00:00,9126,1214,27,11
2023-07-09T13:01:02.738000+00:00,9126,1214,18,12
2023-07-09T13:01:02.738000+00:00,9126,1214,31,13
2023-07-09T13:01:02.738000+00:00,9126,1214,2,14
2023-07-09T13:01:02.738000+00:00,9126,1214,11,15
2023-07-09T13:01:02.738000+00:00,9126,1214,22,16
2023-07-09T13:01:02.738000+00:00,9126,1214,24,17
2023-07-09T13:01:02.738000+00:00,9126,1214,21,18
2023-07-09T13:01:02.738000+00:00,9126,1214,20,19
2023-07-09T13:01:02.738000+00:00,9126,1214,77,20
2023-07-09T14:03:20.875000+00:00,9126,1214,1,2
2023-07-09T14:03:20.875000+00:00,9126,1214,4,1
2023-07-09T14:03:21.672000+00:00,9126,1214,55,6
2023-07-09T14:03:21.672000+00:00,9126,1214,63,5
2023-07-09T14:03:22.187000+00:00,9126,1214,23,9
2023-07-09T14:03:22.187000+00:00,9126,1214,14,8
2023-07-09T14:03:22.422000+00:00,9126,1214,23,10
2023-07-09T14:03:22.422000+00:00,9126,1214,10,9
2023-07-09T14:03:22.781000+00:00,9126,1214,27,12
2023-07-09T14:03:22.781000+00:00,9126,1214,18,11
2023-07-09T14:03:23.375000+00:00,9126,1214,11,16
2023-07-09T14:03:23.375000+00:00,9126,1214,22,15
2023-07-09T14:03:23.547000+00:00,9126,1214,24,18
2023-07-09T14:03:23.547000+00:00,9126,1214,21,17
2023-07-09T14:03:23.797000+00:00,9126,1214,20,20
2023-07-09T14:03:23.797000+00:00,9126,1214,77,19
2023-07-09T14:03:29.796000+00:00,9126,1214,44,8
2023-07-09T14:03:29.796000+00:00,9126,1214,14,7
2023-07-09T14:03:30.671000+00:00,9126,1214,27,13
2023-07-09T14:03:30.671000+00:00,9126,1214,31,12
2023-07-09T14:03:31.187000+00:00,9126,1214,2,15
2023-07-09T14:03:31.187000+00:00,9126,1214,22,14
2023-07-09T14:03:31.656000+00:00,9126,1214,11,17
2023-07-09T14:03:31.656000+00:00,9126,1214,21,16
2023-07-09T14:03:32.187000+00:00,9126,1214,24,19
2023-07-09T14:03:32.187000+00:00,9126,1214,77,18
2023-07-09T14:03:36.187000+00:00,9126,1214,44,9
2023-07-09T14:03:36.187000+00:00,9126,1214,10,8
2023-07-09T14:03:41.999000+00:00,9126,1214,11,16
2023-07-09T14:03:41.999000+00:00,9126,1214,21,17
2023-07-09T14:03:47.155000+00:00,9126,1214,24,20
2023-07-09T14:03:47.155000+00:00,9126,1214,20,19
2023-07-09T14:03:54.280000+00:00,9126,1214,24,19
2023-07-09T14:03:54.280000+00:00,9126,1214,20,20
2023-07-09T14:04:03.093000+00:00,9126,1214,18,12
2023-07-09T14:04:03.093000+00:00,9126,1214,31,11
2023-07-09T14:04:16.499000+00:00,9126,1214,18,11
2023-07-09T14:04:16.499000+00:00,9126,1214,31,12
2023-07-09T14:04:41.389000+00:00,9126,1214,27,14
2023-07-09T14:04:41.389000+00:00,9126,1214,22,13
2023-07-09T14:04:47.686000+00:00,9126,1214,44,8
2023-07-09T14:04:47.686000+00:00,9126,1214,10,9
2023-07-09T14:05:15.623000+00:00,9126,1214,2,16
2023-07-09T14:05:15.623000+00:00,9126,1214,11,15
2023-07-09T14:05:31.654000+00:00,9126,1214,24,18
2023-07-09T14:05:31.654000+00:00,9126,1214,77,19
2023-07-09T14:09:59.399000+00:00,9126,1214,27,15
2023-07-09T14:09:59.399000+00:00,9126,1214,11,14
2023-07-09T14:10:01.274000+00:00,9126,1214,1,1
2023-07-09T14:10:01.274000+00:00,9126,1214,4,2
2023-07-09T14:12:28.646000+00:00,9126,1214,27,16
2023-07-09T14:12:28.646000+00:00,9126,1214,2,15
2023-07-09T14:12:29.615000+00:00,9126,1214,11,13
2023-07-09T14:12:29.615000+00:00,9126,1214,22,14
2023-07-09T14:13:09.302000+00:00,9126,1214,44,7
2023-07-09T14:13:09.302000+00:00,9126,1214,14,8
2023-07-09T14:14:29.128000+00:00,9126,1214,27,17
2023-07-09T14:14:29.128000+00:00,9126,1214,21,16
2023-07-09T14:14:29.582000+00:00,9126,1214,27,18
2023-07-09T14:14:29.582000+00:00,9126,1214,24,17
2023-07-09T14:14:30.441000+00:00,9126,1214,27,19
2023-07-09T14:14:30.441000+00:00,9126,1214,77,18
2023-07-09T14:14:31.332000+00:00,9126,1214,27,20
2023-07-09T14:14:31.332000+00:00,9126,1214,20,19
2023-07-09T14:17:31.610000+00:00,9126,1214,31,13
2023-07-09T14:17:31.610000+00:00,9126,1214,11,12
2023-07-09T14:17:34.953000+00:00,9126,1214,31,14
2023-07-09T14:17:34.953000+00:00,9126,1214,22,13
2023-07-09T14:17:35.578000+00:00,9126,1214,31,15
2023-07-09T14:17:35.578000+00:00,9126,1214,2,14
2023-07-09T14:17:36.797000+00:00,9126,1214,31,16
2023-07-09T14:17:36.797000+00:00,9126,1214,21,15
2023-07-09T14:17:37.953000+00:00,9126,1214,31,17
2023-07-09T14:17:37.953000+00:00,9126,1214,24,16
2023-07-09T14:17:39.344000+00:00,9126,1214,31,18
2023-07-09T14:17:39.344000+00:00,9126,1214,77,17
2023-07-09T14:17:40.359000+00:00,9126,1214,31,19
2023-07-09T14:17:40.359000+00:00,9126,1214,20,18
2023-07-09T14:18:09.765000+00:00,9126,1214,27,19
2023-07-09T14:18:09.765000+00:00,9126,1214,31,20
2023-07-09T14:21:50.777000+00:00,9126,1214,18,12
2023-07-09T14:21:50.777000+00:00,9126,1214,11,11
2023-07-09T14:24:17.212000+00:00,9126,1214,2,13
2023-07-09T14:24:17.212000+00:00,9126,1214,22,14
2023-07-09T14:25:27.835000+00:00,9126,1214,22,15
2023-07-09T14:25:27.835000+00:00,9126,1214,21,14
2023-07-09T14:25:29.320000+00:00,9126,1214,22,16
2023-07-09T14:25:29.320000+00:00,9126,1214,24,15
2023-07-09T14:25:31.789000+00:00,9126,1214,22,17
2023-07-09T14:25:31.789000+00:00,9126,1214,77,16
2023-07-09T14:25:33.320000+00:00,9126,1214,22,18
2023-07-09T14:25:33.320000+00:00,9126,1214,20,17
2023-07-09T14:28:04.723000+00:00,9126,1214,23,11
2023-07-09T14:28:04.723000+00:00,9126,1214,11,10
2023-07-09T14:31:21.157000+00:00,9126,1214,16,5
2023-07-09T14:31:21.157000+00:00,9126,1214,63,4
2023-07-09T14:31:23.392000+00:00,9126,1214,16,6
2023-07-09T14:31:23.392000+00:00,9126,1214,55,5
2023-07-09T14:31:25.204000+00:00,9126,1214,16,7
2023-07-09T14:31:25.204000+00:00,9126,1214,44,6
2023-07-09T14:31:29.454000+00:00,9126,1214,16,8
2023-07-09T14:31:29.454000+00:00,9126,1214,14,7
2023-07-09T14:31:30.063000+00:00,9126,1214,16,9
2023-07-09T14:31:30.063000+00:00,9126,1214,10,8
2023-07-09T14:31:32.001000+00:00,9126,1214,16,10
2023-07-09T14:31:32.001000+00:00,9126,1214,11,9
2023-07-09T14:31:33.532000+00:00,9126,1214,16,11
2023-07-09T14:31:33.532000+00:00,9126,1214,23,10
2023-07-09T14:31:35.860000+00:00,9126,1214,16,12
2023-07-09T14:31:35.860000+00:00,9126,1214,18,11
2023-07-09T14:41:10.116000+00:00,9126,1214,24,16
2023-07-09T14:41:10.116000+00:00,9126,1214,77,15
2023-07-09T14:41:14.615000+00:00,9126,1214,24,17
2023-07-09T14:41:14.615000+00:00,9126,1214,20,16
2023-07-09T14:41:19.631000+00:00,9126,1214,22,17
2023-07-09T14:41:19.631000+00:00,9126,1214,24,18
2023-07-09T14:42:08.493000+00:00,9126,1214,16,11
2023-07-09T14:42:08.493000+00:00,9126,1214,18,12
2023-07-09T14:43:48.476000+00:00,9126,1214,55,6
2023-07-09T14:43:48.476000+00:00,9126,1214,44,5
2023-07-09T14:43:54.195000+00:00,9126,1214,55,7
2023-07-09T14:43:54.195000+00:00,9126,1214,14,6
2023-07-09T14:43:55.132000+00:00,9126,1214,55,8
2023-07-09T14:43:55.132000+00:00,9126,1214,10,7
2023-07-09T14:43:56.617000+00:00,9126,1214,55,9
2023-07-09T14:43:56.617000+00:00,9126,1214,11,8
2023-07-09T14:43:59.663000+00:00,9126,1214,55,10
2023-07-09T14:43:59.663000+00:00,9126,1214,23,9
2023-07-09T14:44:02.366000+00:00,9126,1214,16,10
2023-07-09T14:44:02.366000+00:00,9126,1214,55,11
2023-07-09T14:44:03.929000+00:00,9126,1214,55,12
2023-07-09T14:44:03.929000+00:00,9126,1214,18,11
2023-07-09T14:45:50.458000+00:00,9126,1214,21,15
2023-07-09T14:45:50.458000+00:00,9126,1214,77,14
2023-07-09T14:45:56.693000+00:00,9126,1214,21,16
2023-07-09T14:45:56.693000+00:00,9126,1214,20,15
2023-07-09T14:45:59.521000+00:00,9126,1214,22,16
2023-07-09T14:45:59.521000+00:00,9126,1214,21,17
2023-07-09T14:46:53.520000+00:00,9126,1214,63,5
2023-07-09T14:46:53.520000+00:00,9126,1214,44,4
2023-07-09T14:46:59.895000+00:00,9126,1214,63,6
2023-07-09T14:46:59.895000+00:00,9126,1214,14,5
2023-07-09T14:47:01.363000+00:00,9126,1214,63,7
2023-07-09T14:47:01.363000+00:00,9126,1214,10,6
2023-07-09T14:47:05.879000+00:00,9126,1214,63,8
2023-07-09T14:47:05.879000+00:00,9126,1214,23,7
2023-07-09T14:47:05.879000+00:00,9126,1214,11,9
2023-07-09T14:47:08.129000+00:00,9126,1214,16,9
2023-07-09T14:47:08.129000+00:00,9126,1214,11,10
2023-07-09T14:47:10.426000+00:00,9126,1214,18,10
2023-07-09T14:47:10.426000+00:00,9126,1214,11,11
2023-07-09T14:47:11.238000+00:00,9126,1214,16,8
2023-07-09T14:47:11.238000+00:00,9126,1214,63,9
2023-07-09T14:47:12.551000+00:00,9126,1214,55,11
2023-07-09T14:47:12.551000+00:00,9126,1214,11,12
2023-07-09T14:47:16.066000+00:00,9126,1214,2,12
2023-07-09T14:47:16.066000+00:00,9126,1214,11,13
2023-07-09T14:48:25.690000+00:00,9126,1214,81,4
2023-07-09T14:48:25.690000+00:00,9126,1214,44,3
2023-07-09T14:48:32.580000+00:00,9126,1214,81,5
2023-07-09T14:48:32.580000+00:00,9126,1214,14,4
2023-07-09T14:48:37.862000+00:00,9126,1214,81,6
2023-07-09T14:48:37.862000+00:00,9126,1214,10,5
2023-07-09T14:48:52.143000+00:00,9126,1214,2,13
2023-07-09T14:48:52.143000+00:00,9126,1214,11,12
2023-07-09T14:48:57.299000+00:00,9126,1214,2,14
2023-07-09T14:48:57.299000+00:00,9126,1214,77,13
2023-07-09T14:49:03.799000+00:00,9126,1214,2,15
2023-07-09T14:49:03.799000+00:00,9126,1214,20,14
2023-07-09T14:49:05.939000+00:00,9126,1214,2,16
2023-07-09T14:49:05.939000+00:00,9126,1214,22,15
2023-07-09T14:49:08.939000+00:00,9126,1214,55,10
2023-07-09T14:49:08.939000+00:00,9126,1214,18,11
2023-07-09T14:50:49.219000+00:00,9126,1214,16,9
2023-07-09T14:50:49.219000+00:00,9126,1214,63,8
2023-07-09T14:51:17.265000+00:00,9126,1214,81,5
2023-07-09T14:51:17.265000+00:00,9126,1214,10,6
2023-07-09T14:51:44.593000+00:00,9126,1214,23,6
2023-07-09T14:51:44.593000+00:00,9126,1214,10,7
2023-07-09T14:51:45.608000+00:00,9126,1214,63,7
2023-07-09T14:51:45.608000+00:00,9126,1214,10,8
2023-07-09T14:51:46.452000+00:00,9126,1214,16,8
2023-07-09T14:51:46.452000+00:00,9126,1214,10,9
2023-07-09T14:51:49.155000+00:00,9126,1214,55,9
2023-07-09T14:51:49.155000+00:00,9126,1214,10,10
2023-07-09T14:51:55.139000+00:00,9126,1214,10,11
2023-07-09T14:51:55.139000+00:00,9126,1214,18,12
2023-07-09T14:51:55.139000+00:00,9126,1214,11,10
2023-07-09T14:52:04.139000+00:00,9126,1214,18,13
2023-07-09T14:52:04.139000+00:00,9126,1214,77,12
2023-07-09T14:52:13.936000+00:00,9126,1214,18,14
2023-07-09T14:52:13.936000+00:00,9126,1214,20,13
2023-07-09T14:52:31.561000+00:00,9126,1214,18,13
2023-07-09T14:52:31.561000+00:00,9126,1214,20,14
2023-07-09T14:52:37.264000+00:00,9126,1214,22,14
2023-07-09T14:52:37.264000+00:00,9126,1214,20,15
2023-07-09T14:52:37.810000+00:00,9126,1214,2,15
2023-07-09T14:52:37.810000+00:00,9126,1214,20,16
2023-07-09T14:52:41.248000+00:00,9126,1214,21,16
2023-07-09T14:52:41.248000+00:00,9126,1214,20,17
2023-07-09T14:52:45.138000+00:00,9126,1214,24,17
2023-07-09T14:52:45.138000+00:00,9126,1214,20,18
2023-07-09T14:52:52.857000+00:00,9126,1214,27,18
2023-07-09T14:52:52.857000+00:00,9126,1214,20,19
2023-07-09T14:53:17.872000+00:00,9126,1214,16,7
2023-07-09T14:53:17.872000+00:00,9126,1214,63,8
2023-07-09T14:53:27.341000+00:00,9126,1214,16,8
2023-07-09T14:53:27.341000+00:00,9126,1214,63,6
2023-07-09T14:53:27.341000+00:00,9126,1214,23,7
2023-07-09T14:53:33.388000+00:00,9126,1214,16,9
2023-07-09T14:53:33.388000+00:00,9126,1214,55,7
2023-07-09T14:53:33.388000+00:00,9126,1214,23,8
2023-07-09T14:53:45.215000+00:00,9126,1214,16,10
2023-07-09T14:53:45.215000+00:00,9126,1214,23,9
2023-07-09T14:53:45.215000+00:00,9126,1214,11,8
2023-07-09T14:53:54.684000+00:00,9126,1214,18,14
2023-07-09T14:53:54.684000+00:00,9126,1214,22,13
2023-07-09T14:54:04.496000+00:00,9126,1214,18,12
2023-07-09T14:54:04.496000+00:00,9126,1214,22,14
2023-07-09T14:54:04.496000+00:00,9126,1214,77,13
2023-07-09T14:54:07.074000+00:00,9126,1214,2,13
2023-07-09T14:54:07.074000+00:00,9126,1214,22,15
2023-07-09T14:54:07.074000+00:00,9126,1214,77,14
2023-07-09T14:54:17.059000+00:00,9126,1214,22,16
2023-07-09T14:54:17.059000+00:00,9126,1214,24,15
2023-07-09T14:54:17.059000+00:00,9126,1214,21,17
2023-07-09T14:55:29.854000+00:00,9126,1214,81,4
2023-07-09T14:55:29.854000+00:00,9126,1214,14,5
2023-07-09T14:55:36.167000+00:00,9126,1214,63,5
2023-07-09T14:55:36.167000+00:00,9126,1214,14,6
2023-07-09T14:56:27.197000+00:00,9126,1214,22,15
2023-07-09T14:56:27.197000+00:00,9126,1214,24,16
2023-07-09T14:56:34.291000+00:00,9126,1214,24,17
2023-07-09T14:56:34.291000+00:00,9126,1214,21,16
2023-07-09T15:02:45.471000+00:00,9126,1214,22,16
2023-07-09T15:02:45.471000+00:00,9126,1214,24,15
2023-07-09T15:02:45.471000+00:00,9126,1214,21,17
2023-07-09T15:02:53.581000+00:00,9126,1214,22,15
2023-07-09T15:02:53.581000+00:00,9126,1214,24,16
2023-07-09T15:02:54.675000+00:00,9126,1214,24,17
2023-07-09T15:02:54.675000+00:00,9126,1214,21,16
2023-07-09T15:02:56.581000+00:00,9126,1214,27,17
2023-07-09T15:02:56.581000+00:00,9126,1214,24,18
2023-07-09T15:07:57.044000+00:00,9126,1214,27,16
2023-07-09T15:07:57.044000+00:00,9126,1214,21,17
2023-07-09T15:08:40.559000+00:00,9126,1214,10,12
2023-07-09T15:08:40.559000+00:00,9126,1214,18,11
2023-07-09T15:11:16.806000+00:00,9126,1214,27,15
2023-07-09T15:11:16.806000+00:00,9126,1214,22,16
2023-07-09T15:14:57.521000+00:00,9126,1214,55,8
2023-07-09T15:14:57.521000+00:00,9126,1214,11,7
2023-07-09T15:15:05.896000+00:00,9126,1214,55,9
2023-07-09T15:15:05.896000+00:00,9126,1214,23,8
2023-07-09T15:15:13.989000+00:00,9126,1214,16,9
2023-07-09T15:15:13.989000+00:00,9126,1214,55,10
2023-07-09T15:15:40.551000+00:00,9126,1214,10,11
2023-07-09T15:15:40.551000+00:00,9126,1214,18,12
2023-07-09T15:16:22.769000+00:00,9126,1214,24,17
2023-07-09T15:16:22.769000+00:00,9126,1214,21,18
2023-07-09T15:17:13.159000+00:00,9126,1214,55,11
2023-07-09T15:17:13.159000+00:00,9126,1214,10,10
2023-07-09T15:17:22.581000+00:00,9126,1214,55,10
2023-07-09T15:17:22.581000+00:00,9126,1214,10,11
2023-07-09T15:18:06.424000+00:00,9126,1214,10,12
2023-07-09T15:18:06.424000+00:00,9126,1214,18,11
2023-07-09T15:18:06.674000+00:00,9126,1214,10,13
2023-07-09T15:18:06.674000+00:00,9126,1214,2,12
2023-07-09T15:18:08.080000+00:00,9126,1214,10,14
2023-07-09T15:18:08.080000+00:00,9126,1214,77,13
2023-07-09T15:18:08.674000+00:00,9126,1214,10,15
2023-07-09T15:18:08.674000+00:00,9126,1214,27,14
2023-07-09T15:18:14.752000+00:00,9126,1214,10,16
2023-07-09T15:18:14.752000+00:00,9126,1214,22,15
2023-07-09T15:18:16.236000+00:00,9126,1214,10,17
2023-07-09T15:18:16.236000+00:00,9126,1214,24,16
2023-07-09T15:18:17.236000+00:00,9126,1214,10,18
2023-07-09T15:18:17.236000+00:00,9126,1214,21,17
2023-07-09T15:19:16.423000+00:00,9126,1214,14,7
2023-07-09T15:19:16.423000+00:00,9126,1214,11,6
2023-07-09T15:27:08.367000+00:00,9126,1214,22,16
2023-07-09T15:27:08.367000+00:00,9126,1214,24,15
2023-07-09T15:28:54.381000+00:00,9126,1214,27,13
2023-07-09T15:28:54.381000+00:00,9126,1214,18,14
2023-07-09T15:28:54.381000+00:00,9126,1214,2,11
2023-07-09T15:28:54.381000+00:00,9126,1214,77,12
2023-07-23T12:01:04.340000+00:00,9133,1215,44,1
2023-07-23T12:01:04.340000+00:00,9133,1215,1,2
2023-07-23T12:01:04.340000+00:00,9133,1215,4,3
2023-07-23T12:01:04.340000+00:00,9133,1215,81,4
2023-07-23T12:01:04.340000+00:00,9133,1215,24,5
2023-07-23T12:01:04.340000+00:00,9133,1215,16,6
2023-07-23T12:01:04.340000+00:00,9133,1215,77,7
2023-07-23T12:01:04.340000+00:00,9133,1215,14,8
2023-07-23T12:01:04.340000+00:00,9133,1215,11,9
2023-07-23T12:01:04.340000+00:00,9133,1215,27,10
2023-07-23T12:01:04.340000+00:00,9133,1215,55,11
2023-07-23T12:01:04.340000+00:00,9133,1215,31,12
2023-07-23T12:01:04.340000+00:00,9133,1215,3,13
2023-07-23T12:01:04.340000+00:00,9133,1215,18,14
2023-07-23T12:01:04.340000+00:00,9133,1215,10,15
2023-07-23T12:01:04.340000+00:00,9133,1215,23,16
2023-07-23T12:01:04.340000+00:00,9133,1215,22,17
2023-07-23T12:01:04.340000+00:00,9133,1215,63,18
2023-07-23T12:01:04.340000+00:00,9133,1215,20,19
2023-07-23T12:01:04.340000+00:00,9133,1215,2,20
2023-07-23T13:03:17.070000+00:00,9133,1215,24,6
2023-07-23T13:03:17.070000+00:00,9133,1215,16,5
2023-07-23T13:03:17.461000+00:00,9133,1215,24,7
2023-07-23T13:03:17.461000+00:00,9133,1215,77,8
2023-07-23T13:03:17.461000+00:00,9133,1215,14,6
2023-07-23T13:03:17.507000+00:00,9133,1215,24,8
2023-07-23T13:03:17.507000+00:00,9133,1215,77,9
2023-07-23T13:03:17.507000+00:00,9133,1215,11,7
2023-07-23T13:03:17.601000+00:00,9133,1215,24,9
2023-07-23T13:03:17.601000+00:00,9133,1215,77,10
2023-07-23T13:03:17.601000+00:00,9133,1215,27,11
2023-07-23T13:03:17.601000+00:00,9133,1215,55,8
2023-07-23T13:03:17.820000+00:00,9133,1215,24,10
2023-07-23T13:03:17.820000+00:00,9133,1215,77,9
2023-07-23T13:03:18.086000+00:00,9133,1215,24,11
2023-07-23T13:03:18.086000+00:00,9133,1215,27,10
2023-07-23T13:03:18.101000+00:00,9133,1215,24,12
2023-07-23T13:03:18.101000+00:00,9133,1215,31,11
2023-07-23T13:03:18.289000+00:00,9133,1215,24,13
2023-07-23T13:03:18.289000+00:00,9133,1215,3,12
2023-07-23T13:03:18.320000+00:00,9133,1215,24,14
2023-07-23T13:03:18.320000+00:00,9133,1215,18,13
2023-07-23T13:03:18.336000+00:00,9133,1215,24,15
2023-07-23T13:03:18.336000+00:00,9133,1215,10,14
2023-07-23T13:03:23.757000+00:00,9133,1215,44,2
2023-07-23T13:03:23.757000+00:00,9133,1215,1,1
2023-07-23T13:03:23.961000+00:00,9133,1215,44,3
2023-07-23T13:03:23.961000+00:00,9133,1215,4,4
2023-07-23T13:03:23.961000+00:00,9133,1215,81,2
2023-07-23T13:03:24.695000+00:00,9133,1215,14,7
2023-07-23T13:03:24.695000+00:00,9133,1215,11,8
2023-07-23T13:03:24.695000+00:00,9133,1215,55,6
2023-07-23T13:03:25.601000+00:00,9133,1215,31,12
2023-07-23T13:03:25.601000+00:00,9133,1215,3,13
2023-07-23T13:03:25.601000+00:00,9133,1215,18,11
2023-07-23T13:03:25.914000+00:00,9133,1215,24,16
2023-07-23T13:03:25.914000+00:00,9133,1215,31,13
2023-07-23T13:03:25.914000+00:00,9133,1215,3,14
2023-07-23T13:03:25.914000+00:00,9133,1215,10,15
2023-07-23T13:03:25.914000+00:00,9133,1215,23,17
2023-07-23T13:03:25.914000+00:00,9133,1215,22,12
2023-07-23T13:03:26.039000+00:00,9133,1215,24,17
2023-07-23T13:03:26.039000+00:00,9133,1215,31,14
2023-07-23T13:03:26.039000+00:00,9133,1215,3,15
2023-07-23T13:03:26.039000+00:00,9133,1215,10,16
2023-07-23T13:03:26.039000+00:00,9133,1215,23,13
2023-07-23T13:03:26.414000+00:00,9133,1215,24,18
2023-07-23T13:03:26.414000+00:00,9133,1215,31,15
2023-07-23T13:03:26.414000+00:00,9133,1215,3,16
2023-07-23T13:03:26.414000+00:00,9133,1215,10,17
2023-07-23T13:03:26.414000+00:00,9133,1215,63,14
2023-07-23T13:03:26.617000+00:00,9133,1215,24,15
2023-07-23T13:03:26.617000+00:00,9133,1215,31,16
2023-07-23T13:03:26.617000+00:00,9133,1215,3,17
2023-07-23T13:03:26.617000+00:00,9133,1215,10,18
2023-07-23T13:03:26.695000+00:00,9133,1215,31,17
2023-07-23T13:03:26.695000+00:00,9133,1215,3,18
2023-07-23T13:03:26.695000+00:00,9133,1215,10,19
2023-07-23T13:03:26.695000+00:00,9133,1215,20,16
2023-07-23T13:03:27.054000+00:00,9133,1215,31,18
2023-07-23T13:03:27.054000+00:00,9133,1215,3,19
2023-07-23T13:03:27.054000+00:00,9133,1215,10,20
2023-07-23T13:03:27.054000+00:00,9133,1215,2,17
2023-07-23T13:03:29.054000+00:00,9133,1215,31,19
2023-07-23T13:03:29.054000+00:00,9133,1215,3,20
2023-07-23T13:03:29.054000+00:00,9133,1215,10,18
2023-07-23T13:03:29.460000+00:00,9133,1215,31,20
2023-07-23T13:03:29.460000+00:00,9133,1215,3,19
2023-07-23T13:03:32.898000+00:00,9133,1215,24,16
2023-07-23T13:03:32.898000+00:00,9133,1215,20,15
2023-07-23T13:03:35.038000+00:00,9133,1215,44,4
2023-07-23T13:03:35.038000+00:00,9133,1215,4,3
2023-07-23T13:03:35.835000+00:00,9133,1215,3,18
2023-07-23T13:03:35.835000+00:00,9133,1215,10,19
2023-07-23T13:03:36.648000+00:00,9133,1215,77,10
2023-07-23T13:03:36.648000+00:00,9133,1215,27,9
2023-07-23T13:03:37.866000+00:00,9133,1215,63,15
2023-07-23T13:03:37.866000+00:00,9133,1215,20,14
2023-07-23T13:03:47.085000+00:00,9133,1215,18,10
2023-07-23T13:03:47.085000+00:00,9133,1215,77,11
2023-07-23T13:03:52.351000+00:00,9133,1215,31,19
2023-07-23T13:03:52.351000+00:00,9133,1215,10,20
2023-07-23T13:04:01.710000+00:00,9133,1215,77,12
2023-07-23T13:04:01.710000+00:00,9133,1215,22,11
2023-07-23T13:04:02.350000+00:00,9133,1215,23,14
2023-07-23T13:04:02.350000+00:00,9133,1215,20,13
2023-07-23T13:04:02.725000+00:00,9133,1215,23,15
2023-07-23T13:04:02.725000+00:00,9133,1215,63,14
2023-07-23T13:04:56.084000+00:00,9133,1215,63,13
2023-07-23T13:04:56.084000+00:00,9133,1215,20,14
2023-07-23T13:04:56.678000+00:00,9133,1215,24,15
2023-07-23T13:04:56.678000+00:00,9133,1215,23,16
2023-07-23T13:05:02.912000+00:00,9133,1215,24,16
2023-07-23T13:05:02.912000+00:00,9133,1215,23,15
2023-07-23T13:13:28.372000+00:00,9133,1215,14,8
2023-07-23T13:13:28.372000+00:00,9133,1215,11,7
2023-07-23T13:14:48.855000+00:00,9133,1215,24,15
2023-07-23T13:14:48.855000+00:00,9133,1215,23,16
2023-07-23T13:14:49.745000+00:00,9133,1215,23,17
2023-07-23T13:14:49.745000+00:00,9133,1215,2,16
2023-07-23T13:14:54.370000+00:00,9133,1215,3,17
2023-07-23T13:14:54.370000+00:00,9133,1215,23,18
2023-07-23T13:16:12.041000+00:00,9133,1215,77,13
2023-07-23T13:16:12.041000+00:00,9133,1215,18,11
2023-07-23T13:16:12.041000+00:00,9133,1215,22,12
2023-07-23T13:16:12.041000+00:00,9133,1215,63,10
2023-07-23T13:16:13.400000+00:00,9133,1215,77,14
2023-07-23T13:16:13.400000+00:00,9133,1215,20,13
2023-07-23T13:16:17.056000+00:00,9133,1215,18,12
2023-07-23T13:16:17.056000+00:00,9133,1215,22,13
2023-07-23T13:16:17.056000+00:00,9133,1215,20,11
2023-07-23T13:16:18.322000+00:00,9133,1215,24,12
2023-07-23T13:16:18.322000+00:00,9133,1215,77,15
2023-07-23T13:16:18.322000+00:00,9133,1215,18,13
2023-07-23T13:16:18.322000+00:00,9133,1215,22,14
2023-07-23T13:16:19.462000+00:00,9133,1215,77,16
2023-07-23T13:16:19.462000+00:00,9133,1215,18,14
2023-07-23T13:16:19.462000+00:00,9133,1215,22,15
2023-07-23T13:16:19.462000+00:00,9133,1215,2,13
2023-07-23T13:16:20.275000+00:00,9133,1215,77,17
2023-07-23T13:16:20.275000+00:00,9133,1215,3,14
2023-07-23T13:16:20.275000+00:00,9133,1215,18,15
2023-07-23T13:16:20.275000+00:00,9133,1215,22,16
2023-07-23T13:16:33.931000+00:00,9133,1215,77,16
2023-07-23T13:16:33.931000+00:00,9133,1215,22,17
2023-07-23T13:16:36.259000+00:00,9133,1215,23,17
2023-07-23T13:16:36.259000+00:00,9133,1215,22,18
2023-07-23T13:17:41.820000+00:00,9133,1215,24,13
2023-07-23T13:17:41.820000+00:00,9133,1215,2,12
