session_key,driver_number,avg_race_pace,best_race_pace,pace_consistency,clean_laps_count
7953,1,98.88780357142858,96.236,5.03681679930938,56
7953,11,99.06535714285714,96.344,5.252921917383683,56
7953,16,99.62863157894736,97.17,4.756455234850631,38
7953,31,102.83997500000001,96.797,9.814786371194202,40
7953,27,100.96923636363638,96.616,7.065939587762725,55
7953,55,99.69873214285715,97.13,5.374429368411029,56
7953,4,102.55570370370368,95.257,9.979922292641152,54
7953,77,100.09337500000001,97.379,4.730707713968387,56
7953,14,99.49580357142858,96.156,5.470139188588573,56
7953,24,101.23487272727272,93.996,6.1372408417927,55
7953,22,100.3538392857143,96.637,6.085001336450996,56
7953,63,99.82048214285714,97.035,5.559197983329714,56
7953,23,100.35816071428573,97.144,5.817907239414235,56
7953,44,99.73973214285715,96.546,5.459295840344486,56
7953,2,100.56394545454545,96.037,5.744799369278791,55
7953,20,100.80296363636361,96.471,5.850364692537572,55
7953,18,99.76014285714284,96.546,5.407137217448036,56
7953,81,102.86425000000001,100.691,6.055850216188399,12
7953,10,100.015,95.068,6.055572195769928,56
7953,21,100.89636363636362,97.709,4.913652422035885,55
7779,11,94.18093617021275,92.188,5.034742890565323,47
7779,14,94.79299999999998,92.24,5.278002347726711,47
7779,55,95.96887234042553,92.822,6.343036187056263,47
7779,18,97.20606666666664,95.14,4.804059198318896,15
7779,31,97.4074375,93.222,9.013659050872313,48
7779,44,95.5288510638298,92.941,6.278489384843829,47
7779,63,95.08606382978724,92.433,5.632928087918689,47
7779,81,98.10327083333334,94.287,8.66152977677874,48
7779,10,97.43410416666666,93.392,8.399291617140666,48
7779,27,97.78964583333334,93.78,8.057334656417975,48
7779,24,98.90591836734693,93.894,10.786965870972734,49
7779,16,96.12202127659573,93.056,6.829409702956896,47
7779,20,97.62397916666667,93.374,8.31152320446019,48
7779,77,98.88757446808512,94.384,7.073838905323217,47
7779,1,94.70759574468086,91.906,6.089748008849453,47
7779,22,96.49168085106383,93.931,5.880475432222568,47
7779,23,98.65926086956522,95.567,7.225952011625061,23
7779,21,96.81051063829787,93.609,5.177301088372878,47
7779,4,99.08195918367348,94.122,10.113447477161255,49
7779,2,98.10422916666668,94.469,8.9438781969392,48
7787,63,86.74941666666666,82.68,7.430404191359291,12
7787,44,84.25699999999999,80.613,7.4195207869735995,49
7787,14,83.56042857142856,80.476,4.7953318446172215,49
7787,55,83.91108163265307,80.467,5.949316318692758,49
7787,18,83.90520408163265,80.934,5.22903599297388,49
7787,1,83.26683673469387,80.342,4.683976873105706,49
7787,23,83.77166666666666,83.349,0.5023159696180595,3
7787,10,83.85312244897959,80.995,5.03106186038566,49
7787,27,84.31834693877552,81.124,5.575803240158245,49
7787,31,85.24732,81.203,8.137672495905216,50
7787,22,86.43073999999999,81.789,9.147335628164395,50
7787,20,85.75047916666666,81.685,8.672440060058152,48
7787,4,84.32716326530614,81.173,5.850374636675482,49
7787,21,86.94967346938773,81.183,8.243471908091262,49
7787,81,85.84917999999999,81.335,9.207175437579505,50
7787,24,86.15566000000001,81.819,8.821399603445785,50
7787,2,86.41742857142854,81.456,6.8798637795380815,49
7787,11,84.55786,80.235,6.877353795239704,50
7787,77,86.87902,82.233,9.111467353073403,50
9069,16,109.77414285714285,103.646,13.619499351789935,14
9069,11,109.54828571428571,103.616,14.142489762461155,14
9069,1,109.87007142857144,103.723,13.814365635727984,14
9069,77,113.59314285714287,106.277,14.094482400282324,14
9069,55,110.23235714285715,104.398,13.586963019505372,14
9069,10,112.74771428571428,105.883,14.735779728938,14
9069,21,113.12035714285716,105.768,14.755841615635289,14
9069,23,111.13307142857141,104.915,13.58619863325271,14
9069,63,110.03885714285714,104.409,13.575687929061004,14
9069,44,110.76964285714287,104.601,13.679780039882235,14
9069,81,111.42764285714284,104.776,14.156550479478469,14
9069,27,113.40135714285715,105.971,13.76619377933965,14
9069,14,110.36585714285715,104.544,13.702290183969767,14
9069,18,111.10264285714287,104.855,14.233845437532345,14
9069,4,113.3712857142857,104.484,14.29019208262233,14
9069,20,111.97007142857142,105.349,14.527815011023012,14
9069,24,112.52014285714287,105.766,14.64437135167346,14
9069,31,114.58507142857141,105.09,15.436386466668665,14
9070,44,109.90350000000001,105.346,10.887321655326005,50
9070,24,112.62614285714285,107.553,12.612389763158095,35
9070,20,109.3366530612245,105.85,6.586022628614775,49
9070,16,107.0154375,104.561,5.685408564844056,48
9070,1,106.80283333333334,104.232,7.0844169937860055,48
9070,10,110.67966,105.54,9.576355688350132,50
9070,21,109.32325,108.781,0.49451816375711966,8
9070,11,106.44431249999998,104.589,5.450628923915423,48
9070,55,107.625,105.175,6.310348528662383,48
9070,22,110.58256,105.727,9.683968081445178,50
9070,14,107.14245833333332,104.241,6.222938622918429,48
9070,4,110.54798,105.738,10.288250001901813,50
9070,18,108.9020408163265,105.627,9.875278666868057,49
9070,81,110.62842,105.631,9.46552125431655,50
9070,63,109.3665306122449,103.37,10.048689464929495,49
9070,23,110.65747999999999,105.925,9.349795200725534,50
9070,77,111.41785714285714,106.304,9.163985648086392,49
9070,2,110.88797999999998,106.501,9.22070323691557,50
9070,31,110.75458,105.908,10.464449594211628,50
9070,27,111.21938775510205,106.731,10.570712304161292,49
9078,14,92.63032142857142,90.519,2.2068451369413213,56
9078,11,92.27560714285713,90.56,2.2860234682528073,56
9078,55,92.81560714285715,91.362,2.099945173990559,56
9078,20,93.22010714285715,91.691,2.1854142746738088,56
9078,10,93.127625,91.971,2.2752804067950527,56
9078,16,93.05048214285713,91.434,2.3252964619675836,56
9078,63,92.71433928571427,91.015,2.3198985579451192,56
9078,81,94.07260000000001,92.006,2.2160069912311173,55
9078,31,93.11035714285715,91.143,2.023405647808767,56
9078,2,94.28705454545454,92.384,5.792671751056521,55
9078,1,92.08066071428571,89.708,2.1844558654838404,56
9078,77,93.3672142857143,91.838,2.352856412682528,56
9078,23,93.35278571428572,91.852,2.273723863575393,56
9078,44,92.94869642857142,90.669,2.070218231093198,56
9078,27,93.40121428571429,90.901,2.381221739239874,56
9078,24,93.40669642857142,91.736,2.270374033419027,56
9078,22,93.15739285714287,91.038,2.1111814587922217,56
9078,21,93.55376785714286,91.562,2.5242967264788208,56
9078,18,93.15546428571429,90.862,2.1803428251229056,56
9078,4,93.53937499999999,92.401,2.4747392851663084,56
9094,1,83.12072368421053,76.604,8.911824720895543,76
9094,14,83.52288157894735,76.674,9.281036884554235,76
9094,31,84.18611688311688,76.528,9.66291531956069,77
9094,55,83.79736842105264,76.449,8.871942064496897,76
9094,44,84.18775324675325,75.65,9.661083908836256,77
9094,16,83.88836842105263,75.773,8.944573271493883,76
9094,10,83.99400000000001,75.831,9.088545395899901,76
9094,63,84.32307792207791,76.798,9.983388099298589,77
9094,22,84.733,77.68,9.421580089819802,73
9094,4,84.16005333333334,77.844,8.166340580921396,75
9094,81,84.28013333333332,77.513,8.561344025474185,75
9094,21,85.47168421052632,77.561,9.917841972540232,76
9094,18,80.42132692307693,77.769,4.576709759680962,52
9094,20,84.73648484848485,78.351,9.618562173442674,66
9094,27,85.41555405405406,76.991,9.766222731549982,74
9094,11,85.6347972972973,76.269,10.702692624947339,74
9094,23,85.74439473684211,76.672,9.880184469369585,76
9094,77,85.05301315789472,77.824,8.692888392233307,76
9094,2,86.76365333333332,77.302,10.826604696606253,75
9094,24,85.32956578947368,76.926,9.551358577480693,76
9102,1,79.90776923076923,76.33,3.4481260434529455,65
9102,4,81.51409375,77.182,5.657104037076703,64
9102,55,80.5942153846154,78.403,3.554211553268124,65
9102,44,80.24083076923077,76.676,3.6007549753889756,65
9102,18,80.85416923076922,78.722,3.6441681345388632,65
9102,31,80.92389230769231,78.946,3.6047994878489638,65
9102,14,80.83120000000001,78.083,3.4937495760285966,65
9102,27,81.34537499999999,78.776,4.445319802090412,64
9102,11,80.35995384615384,76.666,3.3717506461349624,65
9102,81,81.1271875,78.679,3.573202440188832,64
